line_number,parent_asin,title,category_depth,category_path,categories_json
93,B08KHF1G8R,Gungneer Mjolnir Thor Hammer Necklace Mixed Gold Color Pendant Stainless Steel Viking Accessories Norse Pendant Viking Jewelry for Men,4,"Clothing, Shoes & Jewelry > Men > Jewelry > Necklaces","[""Clothing, Shoes & Jewelry"", ""Men"", ""Jewelry"", ""Necklaces""]"
94,B08JKBXWT1,Running Shoes for Women - Gym Fitness Athletic Tennis Womens Shoes Mesh Comfortable Air Cushion Fashion Sneakers All Black Size 10,6,"Clothing, Shoes & Jewelry > Women > Shoes > Athletic > Running > Road Running","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Athletic"", ""Running"", ""Road Running""]"
95,B07KR1YDV4,Avidlove Sleepwear for Women Tank Nightgown Chemise Racerback Sleeveless Sleep Dress,6,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Sleep & Lounge > Nightgowns & Sleepshirts","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Sleep & Lounge"", ""Nightgowns & Sleepshirts""]"
96,B0BFS2LF46,90 Degree By Reflex High Waist Tummy Control Interlink Squat Proof Ankle Length Leggings,5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Yoga > Women > Leggings","[""Clothing, Shoes & Jewelry"", ""Sport Specific Clothing"", ""Yoga"", ""Women"", ""Leggings""]"
97,B08GKQBFLN,Century Star Beanie for Men Women Black Beanie Hat Soft Winter Beanies Cuff Beanie Skull Caps Knit Hats Fisherman Beanie,5,"Clothing, Shoes & Jewelry > Men > Accessories > Hats & Caps > Skullies & Beanies","[""Clothing, Shoes & Jewelry"", ""Men"", ""Accessories"", ""Hats & Caps"", ""Skullies & Beanies""]"
98,B001AEIKJ8,"Amazon Collection Classic Fit 10K Gold Wedding Band, 3mm,White",5,"Clothing, Shoes & Jewelry > Women > Jewelry > Rings > Bands","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Rings"", ""Bands""]"
99,B09HT6W76Q,Womens Fall Christmas Sweatshirts Long Sleeve Shirts Red Wine Glass Santa Claus Snowman Reindeer Graphic Blouse,5,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Base Layers","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Active"", ""Active Base Layers""]"
100,B089GGGX1C,Mevecco Gold Chunky Twist Huggie Hoop Earrings 14K Gold Plated Dainty Thick Twist Ear Cute Small Sleeper Mini Huggie Earring Tiny Minimalist Wide Hoop Earrings for Women,5,"Clothing, Shoes & Jewelry > Women > Jewelry > Earrings > Hoop","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Earrings"", ""Hoop""]"
101,B008U7KRBW,Fruit of the Loom Men's Tag-Free Tank A-Shirt,5,"Clothing, Shoes & Jewelry > Men > Clothing > Underwear > Undershirts","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Underwear"", ""Undershirts""]"
102,B000MXB6NA,Bali Women's Flower Underwire Bra #0180,7,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie > Bras > Everyday Bras","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Bras"", ""Everyday Bras""]"
103,B09TYMKX6L,The Drop Women's @Caralynmirand Long-Sleeve Knit Moto Jacket,4,"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Coats, Jackets & Vests""]"
104,B08MX457SY,"KANOUE 12 Pairs Stainless Steel Small Stud Earrings For Women Multipack,Cubic Zirconia Earrings Set Stud Earrings For Girls,Hypoallergenic Earrings For Women Hoop Earrings Men",5,"Clothing, Shoes & Jewelry > Women > Jewelry > Earrings > Stud","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Earrings"", ""Stud""]"
105,B07W4CFNFG,Wrangler Men's Sport Western Basic Two Pocket Long Sleeve Snap Shirt,5,"Clothing, Shoes & Jewelry > Men > Clothing > Shirts > Casual Button-Down Shirts","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Shirts"", ""Casual Button-Down Shirts""]"
106,B0BR1RM8BS,"Reebok Men's Club MEMT Sneaker, Black/DGH Solid Grey, 7.5",4,"Clothing, Shoes & Jewelry > Men > Shoes > Fashion Sneakers","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Fashion Sneakers""]"
107,B08P3YBW2V,"Legendary Whitetails Men's Standard Traditional, Barnwood Heather, X-Large",5,"Clothing, Shoes & Jewelry > Men > Clothing > Shirts > Casual Button-Down Shirts","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Shirts"", ""Casual Button-Down Shirts""]"
108,B07Z2KSZR3,SheIn Women's Double Breasted Long Vest Jacket Casual Sleeveless Pocket Outerwear Longline,5,"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests > Vests","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Coats, Jackets & Vests"", ""Vests""]"
109,B09MVF4SDH,INTO THE AM Mens T Shirt - Short Sleeve Crew Neck Soft Fitted Tees S - 4XL Fresh Classic Tshirts,5,"Clothing, Shoes & Jewelry > Men > Clothing > Shirts > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Shirts"", ""T-Shirts""]"
110,B07BBH2R9M,Nandashe Womens 3/4 Sleeves Floral Tunic Shirts Summer Casual Dressy Blouse Tops,5,"Clothing, Shoes & Jewelry > Women > Clothing > Tops, Tees & Blouses > Tunics","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Tunics""]"
111,B07XZ9RDG8,Sandsuced Kids Wool Socks for Toddlers Boys Girls Hiking Warm Winter Thick Heavy Thermal Cozy Gift Socks 6 Pairs,5,"Clothing, Shoes & Jewelry > Baby > Baby Boys > Accessories > Socks","[""Clothing, Shoes & Jewelry"", ""Baby"", ""Baby Boys"", ""Accessories"", ""Socks""]"
112,B07VXRB6NG,"Lildy Women's Denim Jeggings, Stretchable Cotton Blend",4,"Clothing, Shoes & Jewelry > Women > Clothing > Leggings","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Leggings""]"
113,B08VPRCD79,ASICS Women's Gel-Kayano 27 Running Shoes,6,"Clothing, Shoes & Jewelry > Women > Shoes > Athletic > Running > Road Running","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Athletic"", ""Running"", ""Road Running""]"
114,B010XD6XT0,Umbra Trinket Earring Tree,5,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Jewelry Accessories > Jewelry Boxes & Organizers > Jewelry Towers","[""Clothing, Shoes & Jewelry"", ""Shoe, Jewelry & Watch Accessories"", ""Jewelry Accessories"", ""Jewelry Boxes & Organizers"", ""Jewelry Towers""]"
115,B07B4NNL91,Chaps Men's Marl Low Cut Dress Socks - 3 Pair Pack - Casual Assorted,6,"Clothing, Shoes & Jewelry > Men > Clothing > Socks & Hosiery > Socks > Calf Socks","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Socks & Hosiery"", ""Socks"", ""Calf Socks""]"
116,B0BGJ85RYM,"Extra Wide Comfort Fit Athletic Crew (Mid-Calf) Socks for Men and Women, for Wide Feet Pick Your Size, Do not Size up",5,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Athletic Socks","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Active"", ""Athletic Socks""]"
117,B0BLGLR7TP,XIEERDUO Womens Summer Tops Loose Fit Short Sleeve V Neck T Shirts Side Split,5,"Clothing, Shoes & Jewelry > Women > Clothing > Tops, Tees & Blouses > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""T-Shirts""]"
118,B0B4D3YNXP,Alaroo Long Sleeve Tunic Tops For Women Crew Neck Sweatshirt Casual Sweaters Buttons Side,4,"Clothing, Shoes & Jewelry > Women > Clothing > Fashion Hoodies & Sweatshirts","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Fashion Hoodies & Sweatshirts""]"
119,B09V5RTXG9,#followme Microfleece Men’s Buffalo Plaid Pajama Pants with Pockets,5,"Clothing, Shoes & Jewelry > Men > Clothing > Sleep & Lounge > Sleep Bottoms","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Sleep & Lounge"", ""Sleep Bottoms""]"
120,B01MQUDPPO,"Iflex Scrubs for Women, Yoga-Inspired Knit Waistband Scrub Pants CK002",6,"Clothing, Shoes & Jewelry > Women > Uniforms, Work & Safety > Clothing > Medical > Scrub Bottoms","[""Clothing, Shoes & Jewelry"", ""Women"", ""Uniforms, Work & Safety"", ""Clothing"", ""Medical"", ""Scrub Bottoms""]"
121,B08DCWH1DT,HILEELANG Boys Long Sleeve Tops Tees Shirts Graphic Cotton Casual Crewneck T-Shirts Sets 3 Packs,5,"Clothing, Shoes & Jewelry > Boys > Clothing > Clothing Sets > Short Sets","[""Clothing, Shoes & Jewelry"", ""Boys"", ""Clothing"", ""Clothing Sets"", ""Short Sets""]"
122,B08HSJ6764,"Clarks Women's, Kayleigh River Slip-On",4,"Clothing, Shoes & Jewelry > Women > Shoes > Loafers & Slip-Ons","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Loafers & Slip-Ons""]"
123,B00DEJI6GE,adidas Men's Contract Cap,5,"Clothing, Shoes & Jewelry > Men > Accessories > Hats & Caps > Baseball Caps","[""Clothing, Shoes & Jewelry"", ""Men"", ""Accessories"", ""Hats & Caps"", ""Baseball Caps""]"
124,B0C7PVY6C5,SDINM Rimless Heart Sunglasses for Women Heart Shaped Sunglasses Red Heart Sunglasses Festival Party Hippie Glasses,5,"Clothing, Shoes & Jewelry > Women > Accessories > Sunglasses & Eyewear Accessories > Sunglasses","[""Clothing, Shoes & Jewelry"", ""Women"", ""Accessories"", ""Sunglasses & Eyewear Accessories"", ""Sunglasses""]"
125,B07JZHGCD6,"Jockey 3-pk. Classics V-Neck T-Shirts + Bonus Tee, White",5,"Clothing, Shoes & Jewelry > Men > Clothing > Shirts > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Shirts"", ""T-Shirts""]"
126,B093P3MCWT,Alicegana Womens Sandals Shoes Comfort Walking with Non Slip on Casual Summer Beach Shoes Dress Ankle Elastic Jeweled Bohemian Flats,5,"Clothing, Shoes & Jewelry > Women > Shoes > Sandals > Flats","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Sandals"", ""Flats""]"
127,B095C241VH,QINXI Stack of Books Drop Earrings Book Pendant Earrings Retro Novelty Library Pendants Earrings Book Lover Jewelry Gifts,5,"Clothing, Shoes & Jewelry > Women > Jewelry > Earrings > Drop & Dangle","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Earrings"", ""Drop & Dangle""]"
128,B07TVHSDMQ,Funny Civil Engineers TShirt I'm A Crazy Civil Engineering T-Shirt,7,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Tops & Tees > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Women"", ""Tops & Tees"", ""T-Shirts""]"
129,B01LX6PUH7,Carter's baby-boys Interlock 115g225,6,"Clothing, Shoes & Jewelry > Baby > Baby Boys > Clothing > Footies & Rompers > Footies","[""Clothing, Shoes & Jewelry"", ""Baby"", ""Baby Boys"", ""Clothing"", ""Footies & Rompers"", ""Footies""]"
130,B0954QMP4D,"Suavell Slim Wallets for Men. RFID Money Clip Wallet, Slim Wallet, Thin Front Pocket Credit Card Wallet, Minimalist Bifold",5,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets","[""Clothing, Shoes & Jewelry"", ""Men"", ""Accessories"", ""Wallets, Card Cases & Money Organizers"", ""Wallets""]"
131,B093X5TG3L,Disney Boys' Mickey Mouse 2-Piece Snug-fit Cotton Pajamas Set,5,"Clothing, Shoes & Jewelry > Boys > Clothing > Sleepwear & Robes > Pajama Sets","[""Clothing, Shoes & Jewelry"", ""Boys"", ""Clothing"", ""Sleepwear & Robes"", ""Pajama Sets""]"
132,B07H7DR73T,Biruil Women's Day of The Dead Mask Sugar Skull Half Face Mexican Masquerade Eyemask,4,"Clothing, Shoes & Jewelry > Costumes & Accessories > Women > Masks","[""Clothing, Shoes & Jewelry"", ""Costumes & Accessories"", ""Women"", ""Masks""]"
133,B08PKRFP6K,PiePieBuy Womens' Wedge Ankle Strap Cap Toe Sandals,5,"Clothing, Shoes & Jewelry > Women > Shoes > Sandals > Platforms & Wedges","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Sandals"", ""Platforms & Wedges""]"
134,B09G9BXJZM,TLZC Men's Lightweight Bomber Jacket Windbreaker Slim Fit Active Coat Outerwear,6,"Clothing, Shoes & Jewelry > Men > Clothing > Jackets & Coats > Lightweight Jackets > Windbreakers","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Jackets & Coats"", ""Lightweight Jackets"", ""Windbreakers""]"
135,B07D27WMB6,Berydress Women's Vintage V-Neck Sheath Casual Party Work Faux Black Wrap Dress,5,"Clothing, Shoes & Jewelry > Women > Clothing > Dresses > Cocktail","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses"", ""Cocktail""]"
136,B08B8JXJ8F,Toddler Baby Boys Girls Leopard Pajamas Set Cotton Shirt Top Pants Nightwear 2PCS Sleepwear Clothes Set,6,"Clothing, Shoes & Jewelry > Baby > Baby Girls > Clothing > Sleepwear & Robes > Pajama Sets","[""Clothing, Shoes & Jewelry"", ""Baby"", ""Baby Girls"", ""Clothing"", ""Sleepwear & Robes"", ""Pajama Sets""]"
137,B09L5KY5CH,NYDJ Women's Ami Skinny Legging Denim Jeans,4,"Clothing, Shoes & Jewelry > Women > Clothing > Jeans","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Jeans""]"
138,B0BG21X73H,CVRAVO Moon Sunflower Necklace 925 Sterling Silver You are My Sunshine Sunflower Moon Pendant Necklace Jewelry Gifts for Women Girls,5,"Clothing, Shoes & Jewelry > Women > Jewelry > Necklaces > Pendant Necklaces","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Necklaces"", ""Pendant Necklaces""]"
139,B08QT8FSFQ,Columbia Men's Great Hart Mountain III Half Zip,5,"Clothing, Shoes & Jewelry > Men > Clothing > Shirts > Henleys","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Shirts"", ""Henleys""]"
140,B0749967DB,Zeagoo Women's 3 4 Sleeve Bolero Shrugs Crochet Lace Open Cardigan,5,"Clothing, Shoes & Jewelry > Women > Clothing > Sweaters > Shrugs","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Sweaters"", ""Shrugs""]"
141,B07PRSF6QY,Main Street Forge Bifold Leather Wallet For Men | Made in USA | Mens Bifold Wallets | American Made | Avalanche Gray,5,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets","[""Clothing, Shoes & Jewelry"", ""Men"", ""Accessories"", ""Wallets, Card Cases & Money Organizers"", ""Wallets""]"
142,B0C3MYXFPL,Stuhrling Original Men's Watches Pro Dive Watch Sports Watch with 42 MM Case Blue Dial Stainless Steel Silver Bracelet Diving Watch for Men,4,"Clothing, Shoes & Jewelry > Men > Watches > Wrist Watches","[""Clothing, Shoes & Jewelry"", ""Men"", ""Watches"", ""Wrist Watches""]"
143,B09J22MQ55,DADAWEN Womens Comfort Wedge Platform Walking Shoes Lightweight Non Slip Athletic Tennis Running Sneakers,5,"Clothing, Shoes & Jewelry > Women > Shoes > Athletic > Walking","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Athletic"", ""Walking""]"
144,B08S3V99RN,Zando Womens Floral Kimono Cover Ups Short Sleeve Kimono Cardigans Casual Shawl Cardigan Loose Open Front Kimono Tops,5,"Clothing, Shoes & Jewelry > Women > Clothing > Swimsuits & Cover Ups > Cover-Ups","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Swimsuits & Cover Ups"", ""Cover-Ups""]"
145,B0BQC2NRG2,"Fruit of the Loom Women's Eversoft Cotton Bikini Underwear, Tag Free & Breathable",7,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie > Panties > Bikinis","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Panties"", ""Bikinis""]"
146,B006IUT6TC,Queenberry Sterling Silver Snake Cable Bracelet with Lobster Clasp for European Bead Charms,6,"Clothing, Shoes & Jewelry > Women > Jewelry > Bracelets > Charms & Charm Bracelets > Charm Bracelets","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Bracelets"", ""Charms & Charm Bracelets"", ""Charm Bracelets""]"
147,B07Q2CTPD7,Hobo Bags for women Shoulder Bags Soft Lady Tote Handbags Fashion Purses Classic Designer Work Bags Bucket Woman Satchel (A Wine),4,"Clothing, Shoes & Jewelry > Women > Handbags & Wallets > Totes","[""Clothing, Shoes & Jewelry"", ""Women"", ""Handbags & Wallets"", ""Totes""]"
148,B011LTPIQO,Barbra Lingerie Multi Pack of Women's Regular & Plus Size Lace Boyshort Panties,7,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie > Panties > Boy Shorts","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Panties"", ""Boy Shorts""]"
149,B08DMYYBCH,Go All Out Adult Can't Hear You I'm Gaming Gifts for Gamers Deluxe Soft T-Shirt,7,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men > Shirts > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Men"", ""Shirts"", ""T-Shirts""]"
150,B096WW7MXD,"High Waisted Biker Shorts Women - 8 inches Soft Tummy Control Shorts for Workout, Gym, Yoga, Running",5,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Shorts","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Active"", ""Active Shorts""]"
151,B09BKN2R4B,BSUNSOMEM Halloween Skeleton Print Oversized Zip Up Hoodie Sweatshirt for Women Teen Girls Y2k Gothic Harajuku Pullover,4,"Clothing, Shoes & Jewelry > Women > Clothing > Fashion Hoodies & Sweatshirts","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Fashion Hoodies & Sweatshirts""]"
152,B07CHD2GJD,Simplicity Women's Summer Foldable Wide Brim Beach Hats Straw Sun Visor Hats,5,"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps > Sun Hats","[""Clothing, Shoes & Jewelry"", ""Women"", ""Accessories"", ""Hats & Caps"", ""Sun Hats""]"
153,B09875V3SL,Floerns Women's Plus Size Striped Print Wrap V Neck Short Sleeve A Line Dress,4,"Clothing, Shoes & Jewelry > Women > Clothing > Dresses","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses""]"
154,B09QM6BZ99,Women's Lightweight Hiking Cargo Shorts Quick Dry Athletic Shorts for Camping Travel Golf with Zipper Pockets Water Resistant,5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Hiking & Outdoor Recreation > Women > Shorts","[""Clothing, Shoes & Jewelry"", ""Sport Specific Clothing"", ""Hiking & Outdoor Recreation"", ""Women"", ""Shorts""]"
155,B07H7BWMQF,Lacozy Women's Off Shoulder Long Sleeve Oversized Pullover Sweater Knit Jumper Loose Tunic Tops,5,"Clothing, Shoes & Jewelry > Women > Clothing > Sweaters > Pullovers","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Sweaters"", ""Pullovers""]"
156,B0721R3422,"Jmr Usa Inc. Men's Cotton Lounge Fleece Shorts with Side Pockets, Elastic Waist Bands, and Drawstring Closure",5,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shorts","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Active"", ""Active Shorts""]"
157,B006ZNIASU,USMC Marine Embroidery Iron On Patch - Globe Eagle & Anchor Crest Applique,7,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men > Accessories > Applique Patches","[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Men"", ""Accessories"", ""Applique Patches""]"
158,B07PFRTVJF,Funky Junque Womens Beach Tote Saying Shoulder Bag Large Straw Travel Handbag,4,"Clothing, Shoes & Jewelry > Women > Handbags & Wallets > Totes","[""Clothing, Shoes & Jewelry"", ""Women"", ""Handbags & Wallets"", ""Totes""]"
159,B077JXNCPW,Pink Queen Womens Loose Crew Neck Batwing Sleeve Patches Blouse Top T-Shirts,5,"Clothing, Shoes & Jewelry > Women > Clothing > Tops, Tees & Blouses > Tunics","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Tunics""]"
160,B0BQ32FHW4,Sieanear Women's Puff Long-Sleeve V-Neck Sweater Casual Tunic Tops,5,"Clothing, Shoes & Jewelry > Women > Clothing > Tops, Tees & Blouses > Tunics","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Tunics""]"
161,B07JJPBLMR,ALEADER Women's Modern,5,"Clothing, Shoes & Jewelry > Women > Shoes > Athletic > Water Shoes","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Athletic"", ""Water Shoes""]"
162,B0C5XBLB2P,ELFISH Mini RFID Aluminum Wallet Credit Cards Holder Business Card Case Metal ID Case for Men Women (Black Marble),6,"Clothing, Shoes & Jewelry > Women > Accessories > Wallets, Card Cases & Money Organizers > Card & ID Cases > Card Cases","[""Clothing, Shoes & Jewelry"", ""Women"", ""Accessories"", ""Wallets, Card Cases & Money Organizers"", ""Card & ID Cases"", ""Card Cases""]"
163,B07P7YTDFX,Archi 10 Pairs Practical Plastic Adjustable Length Men Shoe Tree Stretcher Boot Holder Organizers (Black),4,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories > Shoe & Boot Trees","[""Clothing, Shoes & Jewelry"", ""Shoe, Jewelry & Watch Accessories"", ""Shoe Care & Accessories"", ""Shoe & Boot Trees""]"
164,B07WK5D8T9,Lulex Moccasins for Men House Slippers Indoor Outdoor Plush Mens Bedroom Shoes with Hard Sole,4,"Clothing, Shoes & Jewelry > Men > Shoes > Slippers","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Slippers""]"
165,B085X84YJD,Cynure Women 36 Slots RFID Blocking Card Holder Large Long Leather Zipper Organizer Accordion Wallet,5,"Clothing, Shoes & Jewelry > Women > Accessories > Wallets, Card Cases & Money Organizers > Wallets","[""Clothing, Shoes & Jewelry"", ""Women"", ""Accessories"", ""Wallets, Card Cases & Money Organizers"", ""Wallets""]"
